split,pair_id,good_sentence,bad_sentence,good_doc_id,bad_doc_id,good_input_file,bad_input_file,good_output_file,bad_output_file,good_seq_logprob,bad_seq_logprob,good_num_tokens,bad_num_tokens
superlative_quantifiers_1,540,No eggplant looked like fewer than seven pictures.,No eggplant looked like at most seven pictures.,superlative_quantifiers_1_good_540,superlative_quantifiers_1_bad_540,longformer-850_854.parquet,longformer-775_779.parquet,pythia-160m-800_999.parquet,pythia-160m-600_799.parquet,-58.049659729003906,-63.65449142456055,9,9
wh_questions_subject_gap,611,Valerie questions a library that listened to Beth.,Valerie questions who a library listened to Beth.,wh_questions_subject_gap_good_611,wh_questions_subject_gap_bad_611,longformer-870_874.parquet,longformer-825_829.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-67.03003692626953,-70.95979309082031,9,9
irregular_plural_subject_verb_agreement_2,329,The child conceals some door.,The children conceals some door.,irregular_plural_subject_verb_agreement_2_good_329,irregular_plural_subject_verb_agreement_2_bad_329,longformer-205_209.parquet,longformer-290_294.parquet,pythia-160m-0_199.parquet,pythia-160m-200_399.parquet,-39.8630256652832,-43.206398010253906,6,6
determiner_noun_agreement_with_adj_irregular_1,142,Some prints shock this standing person.,Some prints shock this standing people.,determiner_noun_agreement_with_adj_irregular_1_good_142,determiner_noun_agreement_with_adj_irregular_1_bad_142,longformer-535_539.parquet,longformer-535_539.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-51.002559661865234,-50.81875991821289,7,7
principle_A_domain_3,473,Kristin's grandson explains Erin likes herself.,Erin explains Kristin's grandson likes herself.,principle_A_domain_3_good_473,principle_A_domain_3_bad_473,longformer-790_794.parquet,longformer-770_774.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-66.53506469726562,-66.9629135131836,8,8
determiner_noun_agreement_2,109,Raymond has gone to these schools.,Raymond has gone to this schools.,determiner_noun_agreement_2_good_109,determiner_noun_agreement_2_bad_109,longformer-365_369.parquet,longformer-350_354.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-31.957229614257812,-35.60493087768555,7,7
causative,57,Some cashier hadn't burned that pasta.,Some cashier hadn't appeared that pasta.,causative_good_57,causative_bad_57,longformer-500_504.parquet,longformer-560_564.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-51.59758758544922,-57.96321487426758,8,8
irregular_past_participle_adjectives,295,The taken oases weren't blue.,The took oases weren't blue.,irregular_past_participle_adjectives_good_295,irregular_past_participle_adjectives_bad_295,longformer-205_209.parquet,longformer-175_179.parquet,pythia-160m-200_399.parquet,pythia-160m-0_199.parquet,-49.27333450317383,-51.228729248046875,7,7
coordinate_structure_constraint_complex_left_branch,71,What books would some child scan and Travis research?,What would some child scan books and Travis research?,coordinate_structure_constraint_complex_left_branch_good_71,coordinate_structure_constraint_complex_left_branch_bad_71,longformer-945_949.parquet,longformer-940_944.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-69.78374481201172,-70.04623413085938,10,10
distractor_agreement_relative_clause,185,A lot of actresses who did astound this actress sit down.,A lot of actresses who did astound this actress sits down.,distractor_agreement_relative_clause_good_185,distractor_agreement_relative_clause_bad_185,longformer-1010_1014.parquet,longformer-1020_1024.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-70.06401824951172,-72.12137603759766,12,12
existential_there_subject_raising,250,There happened to be a shoe drying.,There hoped to be a shoe drying.,existential_there_subject_raising_good_250,existential_there_subject_raising_bad_250,longformer-420_424.parquet,longformer-295_299.parquet,pythia-160m-400_599.parquet,pythia-160m-200_399.parquet,-37.440372467041016,-41.6479377746582,8,8
passive_2,410,Karen was aggravated.,Karen was screamed.,passive_2_good_410,passive_2_bad_410,longformer-45_49.parquet,longformer-30_34.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-28.742429733276367,-28.88177490234375,4,4
intransitive,286,All mushrooms wouldn't grow.,All mushrooms wouldn't look like.,intransitive_good_286,intransitive_bad_286,longformer-170_174.parquet,longformer-315_319.parquet,pythia-160m-0_199.parquet,pythia-160m-200_399.parquet,-29.270193099975586,-38.602516174316406,6,7
drop_argument,199,Melissa isn't exploring.,Melissa isn't firing.,drop_argument_good_199,drop_argument_bad_199,longformer-80_84.parquet,longformer-50_54.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-28.972362518310547,-27.517009735107422,5,5
npi_present_1,362,Even Brenda clearly manages to forget Christopher.,Even Brenda ever manages to forget Christopher.,npi_present_1_good_362,npi_present_1_bad_362,longformer-855_859.parquet,longformer-780_784.parquet,pythia-160m-800_999.parquet,pythia-160m-600_799.parquet,-52.67274856567383,-50.95722961425781,8,8
animate_subject_passive,39,Most hills are driven to by some senators.,Most hills are driven to by some carriages.,animate_subject_passive_good_39,animate_subject_passive_bad_39,longformer-650_654.parquet,longformer-660_664.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-52.65031051635742,-51.1772346496582,9,9
determiner_noun_agreement_irregular_2,129,Many customers question this man.,Many customers question these man.,determiner_noun_agreement_irregular_2_good_129,determiner_noun_agreement_irregular_2_bad_129,longformer-320_324.parquet,longformer-380_384.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-33.52101516723633,-39.89173126220703,6,6
principle_A_case_1,438,Lissa doesn't say that she can't appreciate Donald.,Lissa doesn't say that herself can't appreciate Donald.,principle_A_case_1_good_438,principle_A_case_1_bad_438,longformer-880_884.parquet,longformer-975_979.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-57.172080993652344,-65.53547668457031,11,11
anaphor_number_agreement,26,Eric shouldn't aggravate himself.,Eric shouldn't aggravate themselves.,anaphor_number_agreement_good_26,anaphor_number_agreement_bad_26,longformer-315_319.parquet,longformer-455_459.parquet,pythia-160m-200_399.parquet,pythia-160m-400_599.parquet,-30.080142974853516,-30.917699813842773,6,6
determiner_noun_agreement_1,90,Lisa was hiding this nose.,Lisa was hiding this noses.,determiner_noun_agreement_1_good_90,determiner_noun_agreement_1_bad_90,longformer-130_134.parquet,longformer-140_144.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-41.16511154174805,-47.185306549072266,6,6
coordinate_structure_constraint_complex_left_branch,79,Which essays might Thomas sound like and Stacy think about?,Which might Thomas sound like essays and Stacy think about?,coordinate_structure_constraint_complex_left_branch_good_79,coordinate_structure_constraint_complex_left_branch_bad_79,longformer-1050_1054.parquet,longformer-1040_1044.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-75.88929748535156,-72.7320327758789,11,11
determiner_noun_agreement_with_adj_irregular_2,153,Alan wasn't returning to those blue oases.,Alan wasn't returning to that blue oases.,determiner_noun_agreement_with_adj_irregular_2_good_153,determiner_noun_agreement_with_adj_irregular_2_bad_153,longformer-655_659.parquet,longformer-595_599.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-48.15000534057617,-49.1827507019043,9,9
ellipsis_n_bar_2,216,A lot of waitresses are watching one father of and Martha's senator was watching several busy father of.,A lot of waitresses are watching one scared father of and Martha's senator was watching several busy.,ellipsis_n_bar_2_good_216,ellipsis_n_bar_2_bad_216,longformer-1320_1324.parquet,longformer-1315_1319.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-130.66360473632812,-132.4755096435547,20,19
principle_A_domain_2,462,Lissa had explained a lot of dancers shouldn't disagree with themselves.,Lissa had explained a lot of dancers shouldn't disagree with herself.,principle_A_domain_2_good_462,principle_A_domain_2_bad_462,longformer-1175_1179.parquet,longformer-1155_1159.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-73.73709869384766,-76.57537841796875,13,13
determiner_noun_agreement_2,105,Natalie had boasted about these newspaper articles.,Natalie had boasted about this newspaper articles.,determiner_noun_agreement_2_good_105,determiner_noun_agreement_2_bad_105,longformer-880_884.parquet,longformer-860_864.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-48.753299713134766,-52.33089828491211,8,8
existential_there_quantifiers_2,245,Every computer wasn't there shocking that actress.,There wasn't every computer shocking that actress.,existential_there_quantifiers_2_good_245,existential_there_quantifiers_2_bad_245,longformer-850_854.parquet,longformer-855_859.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-57.75420379638672,-56.408775329589844,9,9
sentential_negation_npi_scope,520,These fathers of Derek that were selling some pasta had not ever cooked.,These fathers of Derek that were not selling some pasta had ever cooked.,sentential_negation_npi_scope_good_520,sentential_negation_npi_scope_bad_520,longformer-1180_1184.parquet,longformer-1175_1179.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-88.5873794555664,-91.5750732421875,14,14
passive_2,413,Martin's dermatologists are hugged.,Martin's dermatologists are chatted.,passive_2_good_413,passive_2_bad_413,longformer-435_439.parquet,longformer-450_454.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-41.984893798828125,-42.991844177246094,6,6
determiner_noun_agreement_with_adj_irregular_1,143,Timothy walked through these new oases.,Timothy walked through these new oasis.,determiner_noun_agreement_with_adj_irregular_1_good_143,determiner_noun_agreement_with_adj_irregular_1_bad_143,longformer-540_544.parquet,longformer-545_549.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-45.56898880004883,-47.52642822265625,7,7
matrix_question_npi_licensor_present,356,Will Brenda ever hate Christopher?,Brenda will ever hate Christopher.,matrix_question_npi_licensor_present_good_356,matrix_question_npi_licensor_present_bad_356,longformer-390_394.parquet,longformer-385_389.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-42.32341003417969,-51.364349365234375,6,6
anaphor_gender_agreement,15,Susan hid herself.,Susan hid itself.,anaphor_gender_agreement_good_15,anaphor_gender_agreement_bad_15,longformer-25_29.parquet,longformer-20_24.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-23.358627319335938,-29.398853302001953,4,4
principle_A_domain_3,479,Holly imagines actresses' grandson doesn't confuse himself.,Actresses' grandson imagines Holly doesn't confuse himself.,principle_A_domain_3_good_479,principle_A_domain_3_bad_479,longformer-1045_1049.parquet,longformer-1035_1039.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-79.2952651977539,-75.01081848144531,10,10
superlative_quantifiers_2,550,Some adult does clean at most six chairs.,No adult does clean at most six chairs.,superlative_quantifiers_2_good_550,superlative_quantifiers_2_bad_550,longformer-625_629.parquet,longformer-530_534.parquet,pythia-160m-600_799.parquet,pythia-160m-400_599.parquet,-58.500404357910156,-60.600215911865234,9,9
sentential_negation_npi_scope,522,Margaret's electricians that are disturbing Bill had not ever intended to cheer.,Margaret's electricians that are not disturbing Bill had ever intended to cheer.,sentential_negation_npi_scope_good_522,sentential_negation_npi_scope_bad_522,longformer-1235_1239.parquet,longformer-1235_1239.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-91.21574401855469,-92.81263732910156,14,14
anaphor_number_agreement,24,Many people bothered themselves.,Many people bothered itself.,anaphor_number_agreement_good_24,anaphor_number_agreement_bad_24,longformer-295_299.parquet,longformer-175_179.parquet,pythia-160m-200_399.parquet,pythia-160m-0_199.parquet,-23.99966049194336,-27.006977081298828,5,5
sentential_negation_npi_licensor_present,510,Homer might not ever skate around the lakes.,Homer might fortunately ever skate around the lakes.,sentential_negation_npi_licensor_present_good_510,sentential_negation_npi_licensor_present_bad_510,longformer-705_709.parquet,longformer-925_929.parquet,pythia-160m-600_799.parquet,pythia-160m-800_999.parquet,-55.6713752746582,-65.80819702148438,9,9
irregular_past_participle_adjectives,290,The forgotten analyses are bad.,The forgot analyses are bad.,irregular_past_participle_adjectives_good_290,irregular_past_participle_adjectives_bad_290,longformer-250_254.parquet,longformer-185_189.parquet,pythia-160m-200_399.parquet,pythia-160m-0_199.parquet,-36.71978759765625,-39.081600189208984,6,6
wh_vs_that_no_gap_long_distance,646,Every teenager investigated that the schools that boasted about Rebecca fires that person.,Every teenager investigated who the schools that boasted about Rebecca fires that person.,wh_vs_that_no_gap_long_distance_good_646,wh_vs_that_no_gap_long_distance_bad_646,longformer-1290_1294.parquet,longformer-1285_1289.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-94.66039276123047,-95.13636016845703,14,14
wh_vs_that_with_gap_long_distance,663,Kevin is remembering what those boys that scratch shouldn't go to.,Kevin is remembering that those boys that scratch shouldn't go to.,wh_vs_that_with_gap_long_distance_good_663,wh_vs_that_with_gap_long_distance_bad_663,longformer-1125_1129.parquet,longformer-1125_1129.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-74.31424713134766,-70.9666976928711,13,13
wh_vs_that_no_gap,631,The Impressionists realize that this chair doesn't impress Kendra.,The Impressionists realize who this chair doesn't impress Kendra.,wh_vs_that_no_gap_good_631,wh_vs_that_no_gap_bad_631,longformer-1120_1124.parquet,longformer-1110_1114.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-74.94969940185547,-83.1597671508789,11,11
complex_NP_island,65,Who isn't Karen's friend who couldn't confuse Elaine listening to?,Who isn't Elaine listening to Karen's friend who couldn't confuse?,complex_NP_island_good_65,complex_NP_island_bad_65,longformer-1130_1134.parquet,longformer-1120_1124.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-80.57559967041016,-82.52442169189453,14,14
matrix_question_npi_licensor_present,358,Has this photograph ever worried Regina?,This photograph has ever worried Regina.,matrix_question_npi_licensor_present_good_358,matrix_question_npi_licensor_present_bad_358,longformer-555_559.parquet,longformer-580_584.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-52.99119567871094,-46.033687591552734,7,7
